City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,La Mana,EC,-0.9333,-79.2167,72.07,86,100,2.37,overcast clouds
464,Zhuhai,CN,22.2769,113.5678,83.98,74,0,9.22,clear sky
465,Mahanoro,MG,-19.9,48.8,74.89,63,0,9.01,clear sky
466,Cedar City,US,37.6775,-113.0619,53.4,49,0,3.44,clear sky
467,Niwari,IN,28.8833,77.5333,75.34,92,26,5.17,scattered clouds
468,Ippy,CF,6.2679,21.2247,84.99,61,20,2.75,few clouds
469,Kirensk,RU,57.7853,108.1119,33.84,86,94,3.2,overcast clouds
470,Ardakan,IR,32.31,54.0175,95.43,7,0,6.51,clear sky
471,Iralaya,HN,15.0,-83.2333,79.43,86,18,8.25,few clouds
472,Beringovskiy,RU,63.05,179.3167,33.51,63,53,11.12,broken clouds
473,Hailey,US,43.5196,-114.3153,46.89,70,0,8.05,clear sky
474,Cabanas,CU,22.9758,-82.9219,80.47,78,33,4.56,scattered clouds
475,Troitsko-Pechorsk,RU,62.7084,56.1964,40.75,61,5,10.96,clear sky
476,Isiolo,KE,0.3546,37.5822,88.43,24,41,18.1,scattered clouds
477,Jiuquan,CN,39.7432,98.5174,65.75,13,0,7.38,clear sky
478,Olga,RU,43.7444,135.2892,56.03,85,100,3.8,overcast clouds
479,Mezhdurechensk,RU,53.6942,88.0603,54.41,80,100,3.38,light rain
480,Port Macquarie,AU,-31.4333,152.9167,55.89,94,100,0.0,overcast clouds
481,Asfi,MA,32.2994,-9.2372,70.5,73,100,10.87,overcast clouds
482,Jawhar,SO,2.7809,45.5005,89.69,35,5,19.95,clear sky
483,Ayan,RU,56.45,138.1667,44.29,80,100,7.25,light rain
484,Marawi,PH,7.9986,124.2928,70.16,90,100,5.21,overcast clouds
485,Bongandanga,CD,1.5,21.05,86.97,54,100,0.56,overcast clouds
486,Sakakah,SA,29.9697,40.2064,99.97,17,0,3.69,clear sky
487,Saint-Joseph,RE,-21.3667,55.6167,75.58,72,19,16.49,few clouds
488,Udachnyy,RU,66.4167,112.4,26.46,79,94,6.87,overcast clouds
489,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,80.02,76,30,2.39,scattered clouds
490,Grajau,BR,-5.8194,-46.1386,87.82,54,14,5.21,few clouds
491,Tuatapere,NZ,-46.1333,167.6833,50.11,91,98,1.63,overcast clouds
492,Adrar,MR,20.5022,-10.0711,97.66,25,12,10.36,few clouds
493,Griffith,US,41.5284,-87.4237,60.01,84,100,11.5,overcast clouds
494,Ternate,ID,0.8,127.4,81.48,78,29,9.17,scattered clouds
495,Bria,CF,6.5423,21.9863,86.45,59,24,1.81,few clouds
496,Manono,CD,-7.3,27.4167,93.52,27,99,3.04,overcast clouds
497,Gacko,BA,43.1672,18.5353,51.53,98,100,8.03,overcast clouds
498,Sinegorye,RU,62.0788,150.477,26.11,90,100,0.18,overcast clouds
499,Ode,NG,7.7899,5.7117,82.31,66,85,2.95,light rain
500,Faya,SA,18.3851,42.4509,82.51,22,92,8.52,overcast clouds
501,Mandurah,AU,-32.55,115.7,58.91,78,0,10.63,clear sky
502,Saint-Georges,GD,12.0564,-61.7485,85.68,74,20,0.0,few clouds
503,Bengkulu,ID,-3.8004,102.2655,78.24,84,96,3.51,overcast clouds
504,Mancio Lima,BR,-7.6142,-72.8958,75.27,94,56,2.3,smoke
505,Palmerston,AU,-12.486,130.9833,82.38,81,0,4.61,clear sky
506,Gurupa,BR,-1.405,-51.64,87.89,57,13,5.21,few clouds
507,Kulachi,PK,31.9286,70.4592,94.55,33,1,7.07,clear sky
508,High Level,CA,58.5169,-117.136,32.11,100,0,0.0,clear sky
509,Srednekolymsk,RU,67.45,153.6833,31.03,71,12,7.31,few clouds
510,Coquimbo,CL,-29.9533,-71.3436,49.73,100,100,4.61,overcast clouds
511,Zhob,PK,31.3411,69.4481,85.6,11,0,8.52,clear sky
512,Noormarkku,FI,61.5927,21.8685,56.98,62,0,3.44,clear sky
513,Mairi,BR,-11.7114,-40.1489,81.48,47,65,12.15,broken clouds
514,Enkoping,SE,59.6361,17.0777,60.82,58,57,3.31,broken clouds
515,Gamba,GA,-2.65,10.0,78.64,77,86,11.88,overcast clouds
516,Kruisfontein,ZA,-34.0033,24.7314,67.89,54,69,20.13,broken clouds
517,Inhambane,MZ,-23.865,35.3833,82.38,69,20,11.5,few clouds
518,Pundaguitan,PH,6.3711,126.1689,83.52,75,100,10.83,light rain
519,Tucuman,AR,-26.8241,-65.2226,62.6,39,0,12.66,clear sky
520,Quatre Cocos,MU,-20.2078,57.7625,75.31,73,12,16.46,few clouds
521,Kyaikto,MM,17.3,97.0167,77.88,87,94,2.3,overcast clouds
522,Pokrovsk,UA,48.282,37.1758,62.13,34,9,19.33,clear sky
523,Biltine,TD,14.5333,20.9167,98.04,17,8,3.96,clear sky
524,Asau,RO,46.4333,26.4,65.32,40,38,3.76,scattered clouds
525,Anchorage,US,61.2181,-149.9003,45.68,91,40,0.0,light rain
526,Ambilobe,MG,-13.2,49.05,84.92,43,0,3.4,clear sky
527,Sfantu Gheorghe,RO,45.8667,25.7833,71.85,52,51,1.28,broken clouds
528,Puerto Ayacucho,VE,5.6639,-67.6236,78.89,83,100,0.47,overcast clouds
529,Caxito,AO,-8.5785,13.6643,92.82,38,76,10.58,broken clouds
530,Margate,GB,51.3813,1.3862,62.91,56,19,7.0,few clouds
531,Mae Sai,TH,20.4335,99.8762,75.13,84,53,1.32,broken clouds
532,Kungurtug,RU,50.5994,97.5228,44.83,52,99,2.26,overcast clouds
533,Fairbanks,US,64.8378,-147.7164,40.3,87,0,0.0,clear sky
534,Rabo De Peixe,PT,37.8,-25.5833,73.27,86,40,13.8,scattered clouds
535,Kitami,JP,43.8031,143.8908,58.12,89,100,1.99,overcast clouds
536,Sedalia,US,38.7045,-93.2283,58.91,67,0,3.44,clear sky
537,Hashtgerd,IR,35.9642,50.6858,91.24,24,0,11.86,clear sky
538,Dobrinka,RU,52.1653,40.4731,46.0,86,100,14.32,overcast clouds
539,Manoel Urbano,BR,-8.8389,-69.2597,83.82,60,100,1.79,overcast clouds
540,Atar,MR,20.5169,-13.0499,91.45,27,97,6.91,overcast clouds
541,Kolondieba,ML,11.0882,-6.8926,76.98,82,98,3.56,overcast clouds
542,Awbari,LY,26.5921,12.7805,95.09,21,4,8.25,clear sky
543,Kahului,US,20.8947,-156.47,77.85,73,0,5.75,clear sky
544,San Ramon,US,37.7799,-121.978,62.6,84,0,4.61,clear sky
545,Raigarh,IN,21.9,83.4,78.89,81,100,2.55,overcast clouds
546,Mangan,IN,27.5167,88.5333,73.98,88,100,1.34,overcast clouds
547,Fereydun Kenar,IR,36.6864,52.5225,74.44,82,100,12.19,moderate rain
548,Chateauroux,FR,46.8167,1.7,59.0,82,100,10.36,overcast clouds
549,Aleksandrovsk,RU,59.158,57.5624,46.8,62,100,15.37,overcast clouds
550,Plattsburgh,US,44.6995,-73.4529,55.06,80,20,3.44,few clouds
551,Nassau,US,40.7507,-73.5829,65.01,77,100,8.05,overcast clouds
552,Hailar,CN,49.2,119.7,41.38,33,0,12.28,clear sky
553,Balad,IQ,34.0164,44.1453,94.15,17,0,17.2,clear sky
554,Pingxiang,CN,27.6167,113.85,70.99,65,89,0.49,overcast clouds
555,Kamiiso,JP,41.8167,140.65,60.66,83,100,2.33,overcast clouds
556,Riyadh,SA,24.6877,46.7219,96.94,10,3,15.99,clear sky
557,Sabang,ID,5.8933,95.3214,82.53,79,100,18.97,overcast clouds
558,Port Blair,IN,11.6667,92.75,80.64,89,40,2.3,mist
559,Valleyview,CA,55.0667,-117.2859,44.64,70,73,11.5,broken clouds
560,Flinders,AU,-34.5833,150.8552,56.17,85,5,4.0,clear sky
561,Mekhe,SN,15.1097,-16.6218,89.29,53,91,3.96,overcast clouds
562,Rubizhne,UA,49.0123,38.3797,62.82,40,15,18.03,few clouds
563,Necochea,AR,-38.5473,-58.7368,52.75,90,100,7.63,overcast clouds
564,Kalengwa,ZM,-13.4659,25.0027,95.76,11,100,3.69,overcast clouds
565,Xinzhi,CN,36.4989,111.7047,70.09,41,0,2.95,clear sky
566,Takoradi,GH,4.8845,-1.7554,79.21,79,65,10.58,light rain
567,Matadi,CD,-5.8167,13.45,95.05,36,92,5.03,overcast clouds
568,Berlevag,NO,70.8578,29.0864,53.6,54,7,9.22,clear sky
569,Kautokeino,NO,69.0125,23.0412,43.74,91,100,19.55,overcast clouds
570,Hastings,GB,50.8552,0.5729,63.39,51,28,8.32,scattered clouds
571,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,100,75,6.71,broken clouds
572,Nefteyugansk,RU,61.0998,72.6035,35.44,65,91,14.65,overcast clouds
573,Verkhnyaya Inta,RU,65.9811,60.3094,36.64,63,0,11.77,clear sky
574,Vaxjo,SE,56.8777,14.8091,60.58,67,75,8.05,broken clouds
575,Dicabisagan,PH,17.0818,122.4157,80.04,91,100,9.44,overcast clouds
576,Cananeia,BR,-25.0147,-47.9267,64.56,68,100,2.48,overcast clouds
577,Gallup,US,35.5281,-108.7426,40.84,81,0,3.44,clear sky
578,Taywarah,AF,33.35,64.4167,64.96,5,0,6.98,clear sky
579,Paamiut,GL,61.994,-49.6678,46.8,55,100,6.11,overcast clouds
580,Garoua,CM,9.3,13.4,86.0,62,89,3.29,overcast clouds
581,Kabinda,CD,-6.1333,24.4833,85.48,42,100,3.33,overcast clouds
582,Harda,IN,22.3333,77.1,78.67,74,72,0.98,broken clouds
583,Homer,US,59.6425,-151.5483,45.77,81,100,5.75,overcast clouds
584,Moussoro,TD,13.6408,16.4901,99.14,25,13,1.74,few clouds
585,Poso,ID,-1.3959,120.7524,77.5,76,100,4.41,overcast clouds
586,Abut,PH,17.3523,121.6036,75.78,93,100,3.22,overcast clouds
587,Minudasht,IR,37.2289,55.3747,80.17,65,75,4.61,broken clouds
588,Urucui,BR,-7.2294,-44.5561,84.76,60,49,9.01,scattered clouds
589,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,99,100,8.05,heavy intensity drizzle
590,Ouadda,CF,8.0777,22.4007,84.56,60,46,2.01,scattered clouds
591,Kyakhta,RU,50.3508,106.4494,42.31,55,36,4.03,scattered clouds
592,Teya,RU,60.3778,92.6267,33.15,96,100,1.39,overcast clouds
593,Miles City,US,46.4083,-105.8406,45.57,57,0,9.22,clear sky
594,Madang,PG,-5.2246,145.7966,77.86,85,86,2.28,overcast clouds
595,Russell,US,32.3502,-85.1999,65.01,100,0,0.0,clear sky
596,Bitung,ID,1.4451,125.1824,79.65,81,98,14.0,overcast clouds
597,Isangel,VU,-19.55,169.2667,78.91,83,40,6.91,light rain
598,Oxford,GB,51.7522,-1.256,63.19,47,40,8.05,scattered clouds
599,Balykshi,KZ,47.0667,51.8667,66.25,33,6,22.55,clear sky
600,Nishihara,JP,26.1842,127.7558,82.45,89,75,11.5,light intensity shower rain
601,Waingapu,ID,-9.6567,120.2641,79.47,77,100,3.62,overcast clouds
602,Witu,KE,-2.3889,40.4382,84.36,66,42,15.75,scattered clouds
603,Nsukka,NG,6.8561,7.3927,81.39,68,75,2.1,light rain
604,Verkhnyaya Toyma,RU,62.2349,44.9985,44.29,91,100,8.86,overcast clouds
605,Marienburg,PL,54.0359,19.0266,65.84,43,100,5.21,overcast clouds
606,Abu Samrah,SY,35.3029,37.1841,82.92,24,0,4.27,clear sky
607,Suez,EG,29.9737,32.5263,100.78,21,0,12.44,clear sky
608,Maceio,BR,-9.6658,-35.7353,80.04,73,75,14.97,broken clouds
609,Touros,BR,-5.1989,-35.4608,85.35,53,6,14.36,clear sky
610,Alcudia,ES,39.8532,3.1214,76.19,69,95,16.62,overcast clouds
611,Kemerovo,RU,55.3333,86.0833,51.49,81,0,7.0,clear sky
612,Napasar,IN,27.9667,73.55,94.12,30,63,9.17,broken clouds
613,Mayo,US,38.8876,-76.5119,63.18,85,0,4.61,clear sky
614,Mirnyy,RU,62.5353,113.9611,30.24,92,77,4.0,broken clouds
615,Tabory,RU,58.5198,64.5495,44.82,53,93,10.0,overcast clouds
616,Talnakh,RU,69.4865,88.3972,27.21,80,21,6.67,few clouds
617,Ust-Maya,RU,60.4167,134.5333,40.98,93,100,10.89,light rain
618,Tacna,PE,-18.0056,-70.2483,52.7,87,100,2.3,overcast clouds
619,Olafsvik,IS,64.8945,-23.7142,45.55,57,14,14.43,few clouds
620,Washougal,US,45.5826,-122.3534,62.47,86,0,15.99,clear sky
621,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,78,75,21.99,broken clouds
622,Urucara,BR,-2.5364,-57.76,94.17,33,7,3.8,clear sky
623,Vaitape,PF,-16.5167,-151.75,77.59,76,15,18.07,light rain
624,Whitehorse,CA,60.7161,-135.0538,43.57,74,40,9.22,scattered clouds
625,Huilong,CN,31.8111,121.655,70.93,72,100,9.08,overcast clouds
626,Marrakesh,MA,31.6315,-8.0083,69.87,83,75,5.75,broken clouds
627,San Juan,AR,-31.5375,-68.5364,59.65,46,7,10.74,clear sky
628,Lincoln,US,40.8,-96.667,56.28,72,0,8.05,clear sky
629,Santa Fe,AR,-31.6333,-60.7,63.01,63,100,4.0,overcast clouds
630,Faranah,GN,10.0404,-10.7434,76.73,84,100,3.85,overcast clouds
631,Aleksandrov Gay,RU,50.147,48.5704,58.68,52,45,19.53,light rain
632,Bubaque,GW,11.2833,-15.8333,75.31,91,100,11.23,heavy intensity rain
633,Ejido,VE,8.5514,-71.2375,75.51,64,100,2.71,overcast clouds
634,Lakeside,US,30.13,-81.7682,75.94,87,40,4.61,scattered clouds
635,Alugan,PH,12.2188,125.4808,79.21,85,100,5.88,light rain
636,San Borja,BO,-14.8167,-66.85,83.23,52,21,5.21,few clouds
637,Egvekinot,RU,66.3167,-179.1667,25.25,65,66,11.97,broken clouds
638,Koslan,RU,63.4564,48.8989,46.09,56,71,11.7,broken clouds
639,Chuguyevka,RU,44.1653,133.8633,52.43,73,100,4.03,overcast clouds
640,Gweta,BW,-20.1833,25.2333,96.62,11,5,12.48,clear sky
641,Harper,LR,4.375,-7.7169,78.4,81,100,8.88,light rain
642,Hirara,JP,24.8,125.2833,82.27,82,92,11.9,overcast clouds
643,Fundao,BR,-19.9341,-40.4047,69.33,51,80,6.29,broken clouds
644,Alice Springs,AU,-23.7,133.8833,76.21,20,81,6.91,broken clouds
645,Bandrele,YT,-12.9067,45.1914,82.15,65,40,8.05,scattered clouds
646,Lumeje,AO,-11.55,20.7833,89.82,22,100,8.41,overcast clouds
647,Mtinko,TZ,-4.55,34.85,84.09,20,80,11.21,broken clouds
648,Mugumu,TZ,-1.85,34.7,75.22,41,90,7.9,overcast clouds
649,Houma,US,29.5958,-90.7195,73.0,96,0,0.0,clear sky
650,Malanje,AO,-9.5402,16.341,87.08,30,100,4.34,overcast clouds
651,Butterworth,MY,5.3991,100.3638,84.25,74,20,3.44,few clouds
652,Daru,PG,-9.0763,143.2092,79.74,90,73,13.85,broken clouds
653,Stromness,GB,58.965,-3.296,57.16,85,100,41.32,light rain
654,Bowmore,US,34.9421,-79.3031,66.74,85,0,0.0,clear sky
655,Kouango,CF,4.9934,19.9619,88.03,59,33,0.96,scattered clouds
656,Kirakira,SB,-10.4544,161.9205,78.28,85,100,3.67,overcast clouds
657,Baglung,NP,28.2719,83.5898,69.67,93,99,1.03,overcast clouds
658,Sistranda,NO,63.7256,8.834,53.56,70,100,5.53,light rain
659,Karatuzskoye,RU,53.6072,92.8667,45.39,91,100,3.76,overcast clouds
660,Presidente Medici,BR,-11.1753,-61.9014,89.02,49,0,2.62,clear sky
661,Robertsport,LR,6.7533,-11.3686,77.49,83,100,8.5,light rain
662,Kodinsk,RU,58.6881,99.1844,31.66,91,76,2.93,broken clouds
663,Seoul,KR,37.5683,126.9778,67.44,68,0,2.3,clear sky
664,San Quintin,MX,30.4833,-115.95,70.93,87,0,9.46,clear sky
665,Jieshi,CN,22.8134,115.8257,78.64,78,1,14.34,light rain
666,Penha,BR,-26.7694,-48.6458,58.87,88,75,8.05,broken clouds
667,Banda Aceh,ID,5.5577,95.3222,80.51,81,100,11.32,overcast clouds
668,Haian,CN,32.5436,120.45,65.19,70,100,7.02,overcast clouds
669,Wamba,NG,8.9333,8.6,86.97,58,96,3.78,light rain
670,Cabrobo,BR,-8.5142,-39.31,84.0,36,0,16.87,clear sky
671,Matay,EG,28.419,30.7792,106.48,12,0,13.13,clear sky
672,Katiola,CI,8.1333,-5.1,77.63,82,100,5.44,light rain
673,Erzincan,TR,39.75,39.5,65.5,26,0,2.3,clear sky
674,Gangawati,IN,15.4333,76.5333,85.6,47,100,4.81,overcast clouds
675,Key West,US,24.5557,-81.7826,86.0,83,0,4.61,clear sky
676,Staunton,US,38.1496,-79.0717,60.28,68,75,1.99,broken clouds
677,Guozhen,CN,34.3659,107.359,66.99,67,97,1.92,overcast clouds
678,Khandyga,RU,62.6667,135.6,38.59,86,100,2.15,overcast clouds
679,Benguela,AO,-12.5763,13.4055,75.36,71,100,9.73,overcast clouds
680,Pelaya,CO,8.6882,-73.6645,76.28,90,100,2.91,overcast clouds
681,Kars,TR,40.602,43.095,59.45,38,20,8.05,few clouds
682,Markova,UA,48.6758,24.4138,58.35,62,100,4.03,overcast clouds
683,Jurm,AF,36.8648,70.8342,68.49,26,0,6.82,clear sky
684,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,65,20,29.93,few clouds
685,Beaufort,MY,5.3473,115.7455,74.8,93,100,2.19,overcast clouds
686,Urumqi,CN,43.801,87.6005,77.95,16,0,4.47,clear sky
687,Castanos,MX,26.7833,-101.4167,72.34,66,0,2.33,clear sky
688,Novyy Urengoy,RU,66.0833,76.6333,30.45,81,97,16.17,overcast clouds
689,Luba,GQ,3.4568,8.5547,82.29,82,87,6.38,light rain
690,Ipoh,MY,4.5841,101.0829,84.11,74,20,2.3,few clouds
691,Taft,IR,31.7471,54.2088,93.15,9,0,2.3,clear sky
692,West Helena,US,34.5507,-90.6418,73.15,89,12,5.41,few clouds
693,Ayame,CI,5.6083,-3.1563,83.46,70,86,5.1,moderate rain
694,Hualmay,PE,-11.0964,-77.6139,61.18,83,82,10.78,broken clouds
695,Chimore,BO,-16.9833,-65.1333,78.3,56,100,1.12,overcast clouds
696,Bandarbeyla,SO,9.4942,50.8122,81.25,71,65,27.07,broken clouds
697,Gelibolu,TR,40.4103,26.6708,76.86,34,36,5.95,scattered clouds
